d(1~2),d(2~3),d(3~4),d(1~4),d(5~6),d(6~7),d(7~8),d(5~8),d(9~10),d(10~11),d(11~12),d(9~12),d(13~14),d(14~15),d(15~16),d(13~16),d(17~18),d(18~19),d(19~20),d(17~20),g(1~2),g(2~3),g(3~4),g(1~4),g(5~6),g(6~7),g(7~8),g(5~8),g(9~10),g(10~11),g(11~12),g(9~12),g(13~14),g(14~15),g(15~16),g(13~16),g(17~18),g(18~19),g(19~20),g(17~20),label
14.4222,10,9.8995,34.2053,12.8062,9.2195,7.8102,23.1948,16.2788,13.0384,5.6569,22.8254,17.72,11.4018,6.7082,20.6155,15.2971,9.2195,5.099,15.2643,-1.5,-1.3333,-1,-1.2857,-1.25,0.2222,0.8333,-0.1304,0.1875,-13,-1,1.8182,0.2941,-3.6667,-0.5,2.375,0.2,-4.5,-0.2,1.625,9
13.6015,10.6301,11.4018,35.609,14.2127,8.0623,8.4853,23.3452,16.1245,13.1529,5.6569,21.4709,17.72,12.3693,6.3246,20.6155,14.5602,9.2195,5.099,15.6525,-1.375,-1.1429,-1.2857,-1.2727,-1.2222,0.125,1,-0.1739,0.125,-6.5,-1,1.9,0.2941,-4,-0.3333,2.375,0.2857,-4.5,-0.2,2,9
14.4222,10.8167,10.6301,35.805,13.8924,8.2462,7.0711,20.6155,12.0416,13.0384,5,17.4929,13.3417,11.0454,5.3852,17.4642,12.1655,9,5.3852,14.7648,-1.5,-1.5,-1.1429,-1.381,-1.7143,0.25,1,-0.25,-0.0833,13,-0.75,1.6667,0.2308,-11,-0.4,2.2857,0.1667,0,-0.4,1.8571,9
15.2643,11.4018,9.8995,36.4005,12.2066,6,5.831,19.3132,10.0499,14.0357,3.1623,15.2315,10.198,12,4,15.2315,8.2462,9,3,12.083,-1.625,-1.2857,-1,-1.3182,-1.4286,0,0.6,-0.3889,-0.1,-14,-0.3333,2.3333,0.2,0,0,2.3333,0.25,0,0,2.2,9
15.5563,10,9.2195,34.7131,12.0416,6,6.0828,22.1359,10.4403,14.1421,4.4721,19.4165,11.1803,13.1529,3,18.6815,8.2462,10,2.2361,14.3178,-1,-0.75,-0.8571,-0.8846,-0.8889,0,0.1667,-0.3333,0.3,-7,-0.5,4.75,0.5,-6.5,0,3.6,0.25,0,-0.5,2.1667,9
14.4222,9.434,9.2195,33.0151,11.4018,7,6.4031,21.2132,11.4018,14.5602,4.4721,19.2354,12.083,12.3693,4.1231,16.4924,9.4868,9.0554,3.1623,13.9284,-0.6667,-0.625,-0.8571,-0.7037,-0.7778,0,0.8,-0.1429,0.2727,-3.5,-0.5,6.3333,0.4545,-4,0.25,4,0.3333,-9,-0.3333,2.6,9
14.7648,11.1803,8.544,34.4384,10.8167,7.0711,7.2111,22.0227,11.7047,13.9284,5.099,18.0278,12.53,13,5.099,17.0294,11.1803,9.4868,4,14.3178,-0.5385,-0.5,-0.375,-0.4839,-0.6667,0.1429,0.6667,-0.0455,0.3636,-2.6,-0.2,18,0.5455,-2.4,0.2,17,0.5,-3,0,4.6667,9
15.2643,10.7703,9.4868,35.3412,11.6619,7.2801,7.6158,24.0208,10.7703,14.3178,5,17.0294,11.6619,13,4.4721,16.0312,10.4403,10.4403,4,13.3417,-0.6154,-0.4,-0.3333,-0.4688,-0.6,0.2857,0.4286,-0.0417,0.4,-2.1667,0,-17,0.6,-2.4,0.5,16,0.3,-3.3333,0,4.3333,9
14.7648,10.7703,9.2195,34.5398,11.7047,7.2801,7.6158,25.02,12.53,14.3178,5.099,18,13.6015,13,5.831,17.0294,10.4403,10.198,5,13.3417,-0.5385,-0.4,-0.2222,-0.4062,-0.3636,0.2857,0.4286,0.04,0.5455,-2.1667,0.2,0,0.7273,-2.4,0.6,17,0.3,-5,0,4.3333,9
14.7648,10.4403,9.2195,34.176,12.3693,8.544,7.2801,27.074,12.083,14.3178,5,18,13.0384,13.4164,5.3852,17,12.6491,10.4403,5,14.5602,-0.5385,-0.3,-0.2222,-0.375,-0.25,0.375,0.2857,0.0741,0.4545,-2.1667,0,0,0.6364,-2,0.4,0,0.3333,-3.3333,0,3.5,9
14.7648,11.4018,9.0554,34.7851,12,9.0554,7.2801,28.1603,13.0384,14.3178,6.0828,19.0263,15,13.4164,5.3852,19.0263,13,10.4403,5,15.5242,-0.5385,-0.2727,-0.1111,-0.3333,0,0.1111,0.2857,0.1071,0.6364,-2.1667,0.1667,-19,0.75,-2,0.4,19,0.4167,-3.3333,0,3.75,9
15.6525,10.7703,10,35.7351,12.0416,9.4868,8.2462,29.2746,13.9284,14.7648,6.0828,17,14.7648,14.7648,6.3246,18,13,11.7047,5.099,15.2971,-0.5,-0.4,0,-0.3235,-0.0833,0.3333,0.25,0.1379,0.3846,-1.8571,0.1667,0,0.5385,-1.8571,0.3333,0,0.4167,-2.75,0.2,5,9
16.5529,10.7703,9,35.7351,12.0416,9.4868,8.2462,29.6142,14.7648,16.1245,6.0828,20.025,16.4012,13.8924,6.3246,20,13.4164,10.7703,5.099,17.2627,-0.4667,-0.4,0,-0.3235,0.0833,0.3333,0.25,0.2069,0.5385,-1.75,0.1667,-20,0.7692,-1.7143,0.3333,0,0.5,-2.5,-0.2,5.6667,9
16.5529,10.4403,9.0554,35.7351,13,8.2462,8.0623,29.1548,14.7648,15.2643,6,20.025,16.6433,15.2643,6.0828,21,14.7648,10.7703,5.099,18.4391,-0.4667,-0.3,-0.1111,-0.3235,0,0.25,0.125,0.1034,0.5385,-1.625,0,-20,0.6429,-1.625,0.1667,0,0.5385,-2.5,-0.2,4.5,9
14.8661,10.7703,10.0499,35.4401,12.083,8.9443,8.6023,26.3059,16.1555,16.1245,6,20.025,17.4929,15.2643,7.2801,20,14.7648,9.8489,5.099,17.4642,-0.3571,-0.4,-0.1,-0.2941,-0.4545,0.5,0.7143,0.1538,0.4,-1.75,0,20,0.6,-1.625,0.2857,0,0.5385,-2.25,-0.2,4.25,9
14.3178,10.4403,10.198,34.7851,11.1803,8.9443,7.8102,25.9615,16.6433,14.7648,6.0828,21.0238,17.8045,13.8924,6.0828,22.0227,16.1245,9.8489,4,18.0278,-0.4615,-0.3,-0.2,-0.3333,-0.1818,0.5,0.8333,0.28,0.6429,-1.8571,0.1667,21,0.7857,-1.7143,0.1667,22,0.5714,-2.25,0,2.8333,9
13.4164,10.198,10.0499,33.2415,13.3417,9.8489,8.0623,31.0161,19.4165,13.8924,6.0828,24.1868,20,13.0384,7,23.0868,16.5529,8.544,4.1231,17.8885,-0.5,-0.2,-0.1,-0.2812,0.2308,0.4444,0.5714,0.3793,0.6875,-1.7143,-0.1667,8,0.75,-1.5714,0,11.5,0.4667,-2.6667,-0.25,2,9
11.1803,11.0454,10.0499,31.4006,17.4642,8.4853,5.831,31.3847,23.6008,12.53,5.831,29.1204,24.2074,11.6619,6.0828,26.9258,18.3848,5.831,3.1623,26.5707,-0.5,-0.0909,0.1,-0.1613,0.4375,1,0.6,0.5926,0.7368,-1.8333,-0.6,3.5,0.7895,-1.6667,-0.1667,3.7143,0.4118,0.6,-0.3333,0.36,9
11.7047,10.0499,10,31.1448,17.088,7.8102,5,28.8444,23.6008,12.083,6.7082,29.1204,24.4131,13.0384,7.0711,26.6833,18.7883,6.0828,1,22.0227,-0.3636,0.1,0,-0.0968,0.375,1.2,1.3333,0.6667,0.7368,-2.2,-0.5,3.5,0.7,-1.5714,-0.1429,4.3333,0.4706,6,0,0.8235,9
11.1803,10,9.0554,30.1496,13.3417,8.9443,7.8102,29.5466,19.7231,11.1803,7.8102,28.7924,21.6333,11.7047,8.6023,28.8617,18.3576,6.0828,3.6056,23.4307,-0.1818,0,-0.1111,-0.1,0.2308,0.5,0.8333,0.4444,0.5882,-5.5,-1.2,2.7,0.6667,-2.75,-0.7143,4,0.5625,6,-1.5,1.2,9
10.198,11,9.4868,30.4138,17.4642,9.8995,6.3246,31.0644,21.4709,12.3693,8.4853,29.7321,22.4722,12.083,8.544,26.6833,18.3576,8.544,6.3246,20.2485,-0.2,0,-0.3333,-0.1667,0.2353,1,3,0.6538,0.5263,-4,-1,2.8,0.6316,-2.2,-0.375,4.3333,0.5625,-2.6667,-0.3333,2.7143,9
9.2195,10,9.2195,28.2843,17.4642,8.6023,4.1231,28.4253,24.0832,12.083,7.2801,29.6142,24.8395,13.0384,8.0623,28.2843,18.4391,9.4868,6.0828,22.561,-0.2222,0,-0.2222,-0.1429,0.4375,1.4,4,0.8182,0.8889,-2.2,-0.2857,4.8333,0.8421,-1.5714,-0.125,7,0.8571,-3,-0.1667,4.4,9
10.4403,9,9.0554,28.2843,13.9284,8.0623,5,26.4197,19.4165,10.198,7.0711,27.5136,20.8087,11.7047,7.2111,27.8927,16.1245,6.0828,4.4721,22.2036,-0.3,0,-0.1111,-0.1429,0.3846,0.5714,1.3333,0.5652,0.6875,-5,-1,2.8889,0.7059,-2.75,-0.6667,3.8571,0.5714,6,-2,1.3846,9
10.4403,9,9.0554,28.2843,13.6015,8.0623,5.831,26.4197,20,10.4403,6.4031,27.2029,22.0227,11.1803,7.6158,27.4591,16.6433,5.3852,1.4142,21.2132,-0.3,0,-0.1111,-0.1429,0.3077,0.5714,1.6667,0.5652,0.75,-3.3333,-0.8,3.25,0.8235,-2,-0.4286,5.4,0.6429,2.5,-1,1,9
10.0499,10,8.0623,28.0713,12.1655,8.6023,5,24.5967,20,9.4868,5.6569,26.5707,20.6155,11.4018,6.4031,29.1204,15.2315,6.4031,4.2426,25.5539,-0.1,0,-0.125,-0.0714,0.1667,0.7143,1.3333,0.5,0.75,-3,-1,2.7778,0.8125,-3.6667,-0.8,3.5,0.4286,0.8,1,0.5909,9
11.4018,9.0554,8.0623,28.4429,10.198,7.0711,5,19.3132,15.8114,11.1803,5.3852,21.2132,16.6433,11.1803,7.2111,23.1948,13.1529,6.4031,4.1231,23.0868,-0.2727,-0.1111,-0.125,-0.1786,-0.2,1,1.3333,0.3889,0.6923,-2,-0.4,7,0.6429,-2,-0.6667,7.6667,0.1538,0.8,0.25,0.3182,9
13,10.4403,8.0623,31.3209,11.6619,8.6023,8.544,21.1896,13.9284,14.8661,5.3852,21.2132,17.4929,13.0384,6.0828,21.095,15.6525,8.2462,3,17.4929,-0.4167,-0.3,-0.125,-0.3,-0.6,0.7143,2.6667,0.35,0.3846,-2.8,-0.4,7,0.6,-1.5714,-0.1667,10.5,0.5,-4,0,1.6667,9
13,10.4403,9.2195,32.573,12.7279,8.6023,8.544,19.4165,14.4222,13.4164,6.0828,21,17.2047,12.8062,6.0828,21,14.4222,9.8489,4.1231,18.4391,-0.4167,-0.3,-0.2222,-0.3226,-1,0.7143,2.6667,0.2105,0.6667,-2,-0.1667,0,0.7143,-1.25,-0.1667,0,0.6667,-2.25,-0.25,4.5,9
13,10.4403,10.4403,33.8378,13.4536,9.2195,8.9443,21.587,15.2643,15.6525,5.099,21.0238,17.2047,14.4222,5.3852,20.025,13.8924,10.7703,4,17.4642,-0.4167,-0.3,-0.3,-0.3438,-0.9,0.8571,2,0.2381,0.6154,-2,0.2,21,0.7143,-1.5,0.4,20,0.5833,-2.5,0,4.25,9
13.9284,11.4018,10.7703,36.0555,13.4536,7.8102,8.9443,20.3961,15.2643,15.6525,6,22,17.0294,14.4222,5.3852,21,13.8924,10.4403,5,17.4642,-0.3846,-0.2727,-0.4,-0.3529,-0.9,0.8333,2,0.2,0.6154,-2,0,0,0.8462,-1.5,0.4,0,0.5833,-3.3333,0,4.25,9
15.2315,11.7047,9.2195,36.0555,12.7279,8.6023,9.4868,19.6469,14.7648,15.6525,5,21.0238,17.0294,13.0384,5.099,21.0238,13.0384,9.4868,5,16.2788,-0.4286,-0.3636,-0.2222,-0.3529,-1,0.7143,3,0.2632,0.5385,-2,0,21,0.8462,-1.5714,0.2,21,0.6364,-3,0,5.3333,9
14.3178,11.7047,10.4403,36.4005,12.8062,8.6023,8.9443,21.587,14.4222,14.3178,5,21.0238,17.0294,14.4222,4.4721,21.0238,14.4222,9.8489,5,17.2627,-0.4615,-0.3636,-0.3,-0.3824,-0.8,0.7143,2,0.2381,0.6667,-2.1667,0,21,0.8462,-1.5,0.5,21,0.6667,-2.25,0,5.6667,9
15.6525,10.7703,10.7703,37.1618,12.7279,8.6023,8.0623,20.2237,15.2643,14.3178,5.3852,23.0868,17.0294,13.0384,5.099,21.0238,14.4222,9.8489,4.1231,18.4391,-0.5,-0.4,-0.4,-0.4412,-1,0.7143,1.75,0.15,0.6154,-2.1667,-0.4,11.5,0.8462,-1.5714,0.2,21,0.6667,-2.25,-0.25,4.5,9
16.1245,10.7703,9.8489,36.6742,12.53,7.2111,8.6023,22.561,15,14.3178,5.099,23.0217,16.2788,12.53,5.099,21.0238,13.8924,9.4868,4,16.7631,-0.5714,-0.4,-0.4444,-0.4848,-0.5455,0.6667,1.4,0.2273,0.75,-2.1667,-0.2,23,0.9167,-1.8333,0.2,21,0.5833,-3,0,3.2,9
16.1245,10.2956,10,36.3593,13,7.2111,8.6023,23.7697,13.6015,13.9284,6,21,15.5563,12.53,4.4721,20.025,12.2066,9.4868,4,16.2788,-0.5714,-0.5556,-0.75,-0.6129,-0.4167,0.6667,1.4,0.2609,0.7273,-2.6,0,0,1,-1.8333,0.5,20,0.7,-3,0,5.3333,9
15.8114,10.2956,8.6023,34.6699,11.4018,8.0623,7.8102,24.0416,13.4536,13.9284,5.099,23,15,11.7047,4.1231,22.0227,10.6301,9.0554,3,16.4924,-0.6923,-0.5556,-0.7143,-0.6552,-0.2727,0.5714,1.2,0.3043,0.9,-2.6,-0.2,0,1.3333,-2.75,0.25,22,0.875,-9,0,4,9
14.4222,11.4018,9.8995,35.609,10.2956,6.7082,6.4031,19.2354,11.4018,14.5602,4.4721,23.0217,12.8062,12.3693,3,22.0907,9.8995,9,3.1623,17.4642,-0.6667,-0.7778,-1,-0.7857,-0.5556,0.5,1.25,0.1579,0.7778,-3.5,-0.5,23,1.25,-4,0,11,1,0,-0.3333,4.25,9
14.8661,10.2956,9.2195,34.0588,10.8167,6.3246,7.6158,18.2483,10.2956,15.2971,5,23.0868,13.6015,12.3693,2,23.1948,9.2195,9,3,16.2788,-0.9091,-0.5556,-1.1667,-0.8462,-0.6667,0.3333,2.3333,0.1667,0.5556,-5,-0.75,11.5,1.375,-4,0,7.6667,1.1667,0,0,5.3333,9
14.2127,10.8167,8.4853,33.4215,10,5.3852,6.4031,17.0294,10.2956,15.2971,3.6056,22.2036,12.2066,12.1655,3,22.0907,9.8995,9,3,16.4924,-0.8182,-0.6667,-1,-0.8077,-0.75,0.4,1.25,0.0588,0.5556,-5,-0.6667,7.3333,1.4286,-6,0,11,1,0,0,4,9
14.1421,10.6301,7.0711,31.8277,9.8995,5,5.6569,16.2788,9.4868,15.0333,4.2426,21.587,11.3137,13,3.1623,22.561,8.6023,9.0554,3.1623,15.8114,-1,-0.875,-1,-0.9565,-1,0,1,-0.1875,0.3333,-15,-1,4.2,1,0,-0.3333,4.4,0.7143,9,-0.3333,3,9
15,10.6301,8.4853,33.9706,9.8995,5,5,16.4924,9.8489,15.1327,3.6056,22.561,12.0416,12.0416,2.2361,22.561,8.4853,9.0554,2.2361,16.7631,-1.3333,-0.875,-1,-1.087,-1,0,0.75,-0.25,0.4444,-7.5,-1.5,4.4,1.125,-12,-0.5,4.4,1,9,-0.5,3.2,9
15,9.8995,8.4853,33.3017,11.1803,4.4721,7.6158,12.0416,8.0623,15,3.6056,22.561,11.6619,12,1.4142,23.5372,8.6023,9.0554,2,18.9737,-1.3333,-1,-1,-1.1364,-2,0.5,2.3333,-0.0833,0.5714,0,-1.5,4.4,1.6667,0,-1,4.6,1.4,9,0,3,9
15,10.6301,7.8102,33.4215,11.6619,4.1231,7.6158,13.1529,7.6158,15,3.6056,21.587,11.4018,12,1,21.8403,10,9.0554,2,17.72,-1.3333,-1.1429,-1.2,-1.2381,-1.6667,0.25,2.3333,-0.1538,0.4286,0,-1.5,4.2,1.2857,0,0,3.5,1.3333,9,0,3.4,9
15.8114,10,6.4031,32.0156,10.2956,4.4721,7.6158,12,7.6158,15.0333,4.4721,22.8035,10.8167,13.1529,2.2361,23.7697,9.2195,9.2195,2.2361,18.0278,-1.4444,-1.3333,-0.8,-1.25,-1.8,0.5,2.3333,0,0.4286,15,-2,3.6667,1.5,6.5,-0.5,3.8333,1.1667,4.5,-0.5,2.8333,9
15,10.6301,7.8102,33.3017,10,5,7.2111,14.0357,9.434,15,3.6056,23.7697,12.8062,12,2.2361,23.7697,11.4018,9.0554,2,18.9737,-1.3333,-1.1429,-0.8333,-1.1364,-1.3333,0.75,1.5,0.0714,0.625,0,-1.5,3.8333,1.25,0,-0.5,3.8333,1.2857,9,0,3,9
14.1421,10,7.8102,31.8904,9.2195,6.7082,6.4031,16.0312,12.2066,13.0384,5.831,25.7099,13.4536,12.0416,2.8284,24.7386,9.8995,9.0554,2.8284,18.9737,-1,-0.75,-0.8333,-0.875,-1.1667,0.5,1.25,0.0625,0.7,-13,-1.6667,4.1667,1.1111,-12,-1,4,1,9,-1,3,9
14.1421,10.8167,7.8102,32.6497,8.6023,6.3246,6.4031,18.0278,11.4018,14.0357,5.6569,25.318,14.2127,11.0454,3.1623,23.5372,11.3137,8,2.2361,18.0278,-1,-0.6667,-0.8333,-0.84,-0.7143,0.3333,0.8,0.0556,0.7778,-14,-1,6.25,1.2222,-11,-0.3333,4.6,1,0,-0.5,2.8333,9
14.8661,10,8.0623,32.8024,9.434,6.3246,7.0711,19.105,12.2066,15.1327,5,26.4764,15,12.0416,3,24.5153,12.7279,8,3.1623,18.9737,-0.9091,-0.75,-0.5714,-0.7692,-0.625,0.3333,1,0.1053,0.7,-7.5,-1.3333,5.2,1.3333,-12,0,4.8,1,0,-0.3333,3,9
15.6205,10.8167,8.9443,35.2278,11.1803,6.3246,6.4031,21.0238,14.4222,14.3178,5.831,25.318,15.5563,12.3693,4,23.3452,11.4018,8.0623,3.1623,16.7631,-0.8333,-0.6667,-0.5,-0.6897,-0.5,0.3333,0.8,0.0476,0.6667,-4.6667,-0.6,6.25,1,-4,0,5.75,0.7778,-8,-0.3333,3.2,9
15.6205,10.2956,10.2956,36.0555,11.6619,7.6158,7.0711,22.0907,14.2127,13.3417,6.4031,26.1725,16.9706,11.7047,4.1231,24.3311,12.0416,9.0554,4.1231,18.4391,-0.8333,-0.5556,-0.5556,-0.6667,-0.6,0.4286,1,0.0909,0.8182,-4.3333,-0.8,8.6667,1,-2.75,-0.25,6,0.8889,-9,-0.25,4.5,9
17.0294,11.1803,9.4868,37.2156,11.7047,7.6158,7.8102,24.3311,15.8114,14.5602,5.3852,25.318,19.105,12.083,5,24.3311,14.4222,9.4868,4,17.72,-0.8462,-0.5,-0.3333,-0.5938,-0.3636,0.4286,0.8333,0.1667,0.6923,-3.5,-0.4,6.25,0.9286,-2.2,0,6,0.6667,-3,0,3.4,9
16.4012,11.1803,10.7703,38.0789,12.083,8.544,7.8102,25.1794,16.4012,14.8661,5.3852,26.1725,18.3848,13,5,25.1794,14.8661,9.4868,4,19.4165,-0.7692,-0.5,-0.4,-0.5758,-0.4545,0.375,0.8333,0.12,0.7692,-2.8,-0.4,8.6667,1,-2.4,0,8.3333,0.9091,-3,0,4.75,9
15.8114,11.1803,10.7703,37.5899,11.4018,8.2462,9.2195,26.4764,18.6011,14.8661,6.3246,27.2947,20.5183,12.083,5,26.3059,15,9.4868,4,18.6815,-0.6923,-0.5,-0.4,-0.5455,-0.2727,0.25,0.8571,0.1923,0.7333,-2.8,-0.3333,6.75,1.0714,-2.2,0,6.5,0.75,-3,0,3.6,9
17.2047,11.7047,10.7703,39.3573,11.7047,9.4868,7.8102,26.3059,18.0278,15.2315,6.0828,25.1794,19.8494,12.53,6.0828,23.1948,15.8114,9.4868,5,18.6815,-0.7143,-0.3636,-0.4,-0.5143,-0.3636,0.3333,0.8333,0.1538,0.6667,-2.3333,-0.1667,8.3333,0.8667,-1.8333,0.1667,7.6667,0.6923,-3,0,3.6,9
17.2047,11.1803,9.8489,38.0789,12.3693,8.544,9.2195,27.6586,18.0278,14.8661,5.099,25.4951,19.8494,13.4164,5.099,24.3311,15.8114,9.4868,4,18.9737,-0.7143,-0.5,-0.4444,-0.5758,-0.25,0.375,0.8571,0.2222,0.6667,-2.8,-0.2,5,0.8667,-2,0.2,6,0.6923,-3,0,3,9
16.4012,11.1803,10.7703,38.0789,13,8.544,9.2195,27.2947,17.4929,15.8114,6.0828,25.318,19.105,13,6.0828,24.1868,15.8114,9.4868,4,18.9737,-0.7692,-0.5,-0.4,-0.5758,-0.4167,0.375,0.8571,0.1481,0.6,-3,-0.1667,6.25,0.9286,-2.4,0.1667,8,0.6923,-3,0,3,9
16.4012,11.1803,10.7703,38.0789,13.6015,9.4868,8.0623,29.1548,18.3576,16.1555,6.0828,25.318,20,14.7648,6.3246,23.1948,16.1245,9.4868,5.099,18.9737,-0.7692,-0.5,-0.4,-0.5758,-0.3077,0.3333,0.5714,0.1034,0.5625,-2.5,-0.1667,6.25,0.75,-1.8571,0.3333,7.6667,0.5714,-3,-0.2,3,9
16.4012,12.53,10.7703,39.4462,13.6015,8.544,8.6023,28.2843,19.7231,15.6525,7,24.1868,19.2094,13.4164,6.0828,23.1948,15.2643,9.2195,5,18.0278,-0.7692,-0.5455,-0.4,-0.5882,-0.3077,0.375,0.7143,0.1429,0.5882,-2,0,8,0.8,-2,0.1667,7.6667,0.6154,-4.5,0,2.8333,9
17.8045,12.083,10.7703,40.3113,13.6015,8.9443,8.6023,28.4429,19.2354,16.5529,6.0828,25.318,20,13.4164,6.0828,23.3452,16.1245,9.4868,5,18.0278,-0.7857,-0.4545,-0.4,-0.5714,-0.3077,0.5,0.7143,0.1786,0.5294,-2.1429,-0.1667,6.25,0.75,-2,0.1667,5.75,0.5714,-3,0,2.8333,9
17.8045,11.1803,11.7047,40.3113,13.6015,9.4868,9.434,30.2655,19.4165,16.1555,6.0828,27.2947,20,14.3178,6.3246,23.3452,16.5529,10.7703,5,18.0278,-0.7857,-0.5,-0.3636,-0.5714,-0.3077,0.3333,0.625,0.1333,0.6875,-2.5,-0.1667,6.75,0.75,-2.1667,0.3333,5.75,0.4667,-2.5,0,2.8333,9
15.6205,11.1803,12.083,38.5876,13.6015,9.8489,9.434,30.4138,20.2485,16.5529,6,26.3059,20.8087,13.8924,7.0711,23.1948,17,10.4403,5.099,20.2485,-0.8333,-0.5,-0.4545,-0.6061,-0.3077,0.4444,0.625,0.1667,0.6471,-2.1429,0,6.5,0.7059,-1.7143,0.1429,7.6667,0.5333,-3.3333,-0.2,2.7143,9
15,11.6619,11.4018,37.5899,14.3178,9.4868,9.434,31.4006,20.1246,17.088,7.0711,26.4764,21.4009,14.3178,7,26.3059,17.8885,10.7703,5.099,20.2485,-0.75,-0.6,-0.2727,-0.5455,-0.2143,0.3333,0.625,0.1613,0.5,-2.6667,-0.1429,5.2,0.7647,-2.1667,0,6.5,0.5,-2.5,-0.2,2.7143,9
16.4012,11.6619,12.6491,40.3113,15.2971,10.4403,9.8489,34.2345,21.9545,16.5529,7.0711,27.4591,22.8035,14.7648,7.0711,26.3059,18.0278,11.7047,5.099,22.8035,-0.7692,-0.6,-0.3333,-0.5714,-0.2,0.3,0.4444,0.1176,0.5789,-2.1429,-0.1429,5.4,0.7778,-1.8571,0.1429,6.5,0.6667,-2.75,-0.2,3.6667,9
17.0294,12.083,12.6491,41.1825,15.8114,10.7703,10.2956,34.2345,22.3607,16.1555,7.0711,26.9258,23.3238,14.3178,8,25.7099,19.7231,11.7047,6.0828,23.0868,-0.8462,-0.4545,-0.3333,-0.5556,-0.3333,0.4,0.5556,0.1176,0.5,-2.5,-0.1429,3.7143,0.6,-2.1667,0,4.1667,0.5882,-2.75,-0.1667,3.1429,9
18.0278,11.7047,12.6491,42.0476,17.0294,13,10.8167,39.2938,25.5539,16.1555,8.0623,30.0832,26.6271,13.8924,8,27.8927,21.095,10.7703,7.0711,23.0868,-0.6667,-0.3636,-0.3333,-0.4737,-0.0588,0.4167,0.6667,0.2632,0.5909,-2.5,-0.125,3.625,0.6818,-1.7143,0,3.8571,0.6111,-2.5,-0.1429,3.1429,9
18.0278,11.7047,12.6491,42.0476,19.0263,13,10.8167,41.2311,27.7849,15.2315,8.544,32.573,27.4591,15.2643,8.0623,27.8927,23.3238,11.1803,7.0711,24.3516,-0.6667,-0.3636,-0.3333,-0.4737,-0.0526,0.4167,0.6667,0.25,0.5833,-2.3333,-0.375,3.1,0.6522,-1.625,0.125,3.8571,0.6,-2,-0.1429,2.875,9
17.2047,11.7047,12.3693,40.7185,19,13,11.6619,42.45,26.4197,16.1555,8.544,32.28,27.2029,14.4222,8,28.6356,23.6008,10.8167,8.0623,22.561,-0.7143,-0.3636,-0.25,-0.4595,0,0.4167,0.6,0.2683,0.5652,-2.5,-0.375,3.4444,0.7273,-1.5,0,4.6667,0.7368,-1.5,0.125,4.4,9
16.4012,12.6491,11.7047,40.2492,19.0263,13,11.6619,42.72,27.2947,16.1555,8.544,32.573,28.3019,14.4222,8.0623,27.2029,22.4722,12.083,7,24.0416,-0.7692,-0.3333,-0.3636,-0.5,0.0526,0.4167,0.6,0.2927,0.5417,-2.5,-0.375,3.1,0.625,-1.5,0.125,3.25,0.6316,-2.2,0,3.2857,9
16.6433,11.7047,12.3693,40.3113,20.0998,12.083,11.4018,42.3792,25.4951,15.5242,8.6023,33.2415,26.9258,13.8924,8,27.2029,21.9545,10.2956,7.0711,22.1359,-0.6429,-0.3636,-0.25,-0.4324,0.1,0.4545,0.7778,0.35,0.4783,-3.75,-0.7143,2.5833,0.6087,-1.7143,0,3.25,0.5789,-1.8,-0.1429,3,9
17.2047,11.4018,12.3693,40.3113,19.0263,13,10,40.8044,26.4008,15.2315,7.6158,30.0832,27.7849,14.4222,8,27.2029,21.9545,10.8167,7.0711,21.8403,-0.7143,-0.2727,-0.25,-0.4324,0.0526,0.4167,0.75,0.3077,0.4583,-2.3333,-0.4286,2.5455,0.5833,-1.5,0,3.25,0.5789,-1.5,-0.1429,3.5,9
17.2047,11.7047,11.4018,39.8121,19.0263,13.4164,10.6301,41.4367,26.4197,14.8661,7.6158,31.9531,28.3019,14.4222,7.0711,29.4109,21.6333,10.2956,6.0828,23.0868,-0.7143,-0.3636,-0.2727,-0.4722,0.0526,0.5,0.875,0.359,0.5652,-2.8,-0.4286,2.7273,0.625,-1.5,-0.1429,3.1111,0.6667,-1.8,-0.1667,3.1429,9
17.8045,13,11.7047,42.0595,19.0263,12.083,10,39.8497,27.2947,15.2315,8.0623,32.8938,28.3019,13.8924,8.0623,29.4109,20.5913,9.8489,7.2801,22.1359,-0.7857,-0.4167,-0.3636,-0.5405,0.0526,0.4545,0.75,0.3158,0.5417,-2.3333,-0.5714,2.8182,0.625,-1.7143,-0.125,3.1111,0.5556,-2.25,-0.2857,3,9
17.8045,13,11.7047,42.0595,19.0263,13,10,40.8044,27.2947,15.2315,8.0623,32.8938,28.3019,14.4222,7.0711,29.4109,21.095,9.8489,6.3246,23.4094,-0.7857,-0.4167,-0.3636,-0.5405,0.0526,0.4167,0.75,0.3077,0.5417,-2.3333,-0.5714,2.8182,0.625,-1.5,-0.1429,3.1111,0.6111,-2.25,-0.3333,2.75,9
20,12.083,12.3693,43.8292,19,12.083,10,39.5601,24.5967,15.2315,7.6158,29.4109,26.0768,13.8924,7,27.2029,21.095,10.7703,6.0828,23.4094,-0.75,-0.4545,-0.25,-0.5128,0,0.4545,0.75,0.2895,0.5,-2.3333,-0.4286,3.1111,0.6364,-1.7143,0,3.25,0.6111,-2.5,-0.1667,2.75,9
